timestamp(ms),pressure,temperature,
"1724467349.626","1012.57","22.08",
"1724467349.63","1012.48","22.08",
"1724467349.634","1012.6","22.1",
"1724467349.637","1012.57","22.08",
"1724467349.641","1012.48","22.08",
"1724467349.645","1012.48","22.08",
"1724467349.648","1012.57","22.08",
"1724467349.652","1012.48","22.08",
"1724467349.655","1012.57","22.08",
"1724467349.659","1012.57","22.08",
"1724467349.663","1012.48","22.08",
"1724467349.666","1012.6","22.1",
"1724467349.67","1012.48","22.08",
"1724467349.673","1012.48","22.08",
"1724467349.677","1012.51","22.1",
"1724467349.68","1012.57",,
"1724467349.681",,"22.08",
"1724467349.684","1012.48","22.08",
"1724467349.688","1012.57","22.08",
"1724467349.691","1012.6","22.1",
"1724467349.695","1012.6","22.1",
"1724467349.698","1012.51",,
"1724467349.699",,"22.1",
"1724467349.702","1012.48","22.08",
"1724467349.706","1012.6","22.1",
"1724467349.709","1012.57","22.08",
"1724467349.713","1012.51","22.1",
"1724467349.717","1012.51","22.1",
"1724467349.72","1012.51","22.1",
"1724467349.724","1012.6","22.1",
"1724467349.727","1012.57","22.08",
"1724467349.731","1012.57","22.08",
"1724467349.734","1012.6",,
"1724467349.735",,"22.1",
"1724467349.738","1012.57","22.08",
"1724467349.742","1012.6","22.1",
"1724467349.745","1012.51",,
"1724467349.746",,"22.1",
"1724467349.749","1012.48","22.08",
"1724467349.753","1012.48","22.08",
"1724467349.756","1012.6","22.1",
"1724467349.76","1012.51","22.1",
"1724467349.763","1012.6","22.1",
"1724467349.789","1012.6","22.1",
"1724467349.801","1012.48","22.08",
"1724467349.802","1012.48","22.08",
"1724467349.803","1012.6","22.1",
"1724467349.806","1012.6",,
"1724467349.807",,"22.1",
"1724467349.81","1012.6","22.1",
"1724467349.814","1012.6","22.1",
"1724467349.817","1012.51","22.1",
"1724467349.821","1012.57","22.08",
"1724467349.824","1012.57","22.08",
"1724467349.828","1012.6","22.1",
"1724467349.832","1012.6","22.1",
"1724467349.835","1012.51","22.1",
"1724467349.839","1012.6","22.1",
"1724467349.842","1012.54","22.11",
"1724467349.846","1012.6","22.1",
"1724467349.85","1012.6","22.1",
"1724467349.853","1012.6","22.1",
"1724467349.857","1012.6","22.1",
"1724467349.86","1012.51",,
"1724467349.861",,"22.1",
"1724467349.864","1012.69","22.1",
"1724467349.868","1012.51","22.1",
"1724467349.871","1012.51","22.1",
"1724467349.875","1012.42","22.1",
"1724467349.878","1012.51",,
"1724467349.879",,"22.1",
"1724467349.882","1012.51","22.1",
"1724467349.886","1012.64","22.11",
"1724467349.889","1012.6","22.1",
"1724467349.893","1012.51","22.1",
"1724467349.896","1012.42","22.1",
"1724467349.9","1012.6","22.1",
"1724467349.904","1012.42","22.1",
"1724467349.907","1012.6","22.1",
"1724467349.911","1012.51","22.1",
"1724467349.914","1012.48","22.08",
"1724467349.918","1012.51","22.1",
"1724467349.922","1012.51","22.1",
"1724467349.925","1012.48",,
"1724467349.926",,"22.08",
"1724467349.929","1012.64","22.11",
"1724467349.932","1012.42","22.1",
"1724467349.936","1012.6","22.1",
"1724467349.94","1012.42","22.1",
"1724467349.943","1012.6","22.1",
"1724467349.947","1012.51","22.1",
"1724467349.951","1012.51","22.1",
"1724467349.954","1012.54","22.11",
"1724467349.958","1012.54","22.11",
"1724467349.961","1012.64","22.11",
"1724467349.965","1012.69","22.1",
"1724467349.968","1012.6",,
"1724467349.969",,"22.1",
"1724467349.972","1012.6","22.1",
"1724467349.976","1012.51","22.1",
"1724467349.979","1012.57","22.08",
"1724467349.983","1012.42","22.1",
"1724467349.986","1012.42","22.1",
"1724467349.99","1012.51","22.1",
"1724467349.994","1012.51","22.1",
"1724467349.997","1012.6","22.1",
"1724467350.001","1012.64","22.11",
"1724467350.004","1012.51",,
"1724467350.005",,"22.1",
"1724467350.008","1012.48","22.08",
"1724467350.012","1012.6","22.1",
"1724467350.015","1012.51","22.1",
"1724467350.019","1012.51","22.1",
"1724467350.022","1012.54","22.11",
"1724467350.026","1012.6","22.1",
"1724467350.03","1012.54","22.11",
"1724467350.033","1012.54","22.11",
"1724467350.037","1012.54","22.11",
"1724467350.04","1012.64","22.11",
"1724467350.044","1012.6","22.1",
"1724467350.048","1012.54","22.11",
"1724467350.051","1012.6","22.1",
"1724467350.055","1012.54","22.11",
"1724467350.058","1012.54",,
"1724467350.059",,"22.11",
"1724467350.062","1012.6","22.1",
"1724467350.066","1012.69","22.1",
"1724467350.069","1012.51","22.1",
"1724467350.073","1012.51","22.1",
"1724467350.076","1012.69",,
"1724467350.077",,"22.1",
"1724467350.08","1012.45","22.11",
"1724467350.084","1012.54","22.11",
"1724467350.087","1012.54","22.11",
"1724467350.091","1012.64","22.11",
"1724467350.094","1012.54","22.11",
"1724467350.098","1012.51","22.1",
"1724467350.102","1012.45","22.11",
"1724467350.105","1012.6","22.1",
"1724467350.109","1012.42","22.1",
"1724467350.112","1012.64","22.11",
"1724467350.116","1012.54","22.11",
"1724467350.12","1012.64","22.11",
"1724467350.123","1012.54","22.11",
"1724467350.127","1012.64","22.11",
"1724467350.13","1012.51","22.1",
"1724467350.134","1012.42","22.1",
"1724467350.138","1012.54","22.11",
"1724467350.141","1012.51","22.1",
"1724467350.145","1012.6","22.1",
"1724467350.148","1012.45","22.11",
"1724467350.152","1012.51","22.1",
"1724467350.156","1012.6","22.1",
"1724467350.159","1012.73","22.11",
"1724467350.163","1012.51","22.1",
"1724467350.166","1012.54","22.11",
"1724467350.17","1012.54","22.11",
"1724467350.174","1012.51","22.1",
"1724467350.177","1012.54","22.11",
"1724467350.181","1012.45","22.11",
"1724467350.184","1012.54","22.11",
"1724467350.188","1012.54","22.11",
"1724467350.192","1012.54","22.11",
"1724467350.195","1012.45","22.11",
"1724467350.199","1012.58","22.13",
"1724467350.202","1012.54",,
"1724467350.203",,"22.11",
"1724467350.206","1012.45","22.11",
"1724467350.21","1012.54","22.11",
"1724467350.213","1012.54","22.11",
"1724467350.217","1012.51","22.1",
"1724467350.22","1012.54","22.11",
"1724467350.224","1012.45","22.11",
"1724467350.228","1012.64","22.11",
"1724467350.231","1012.54","22.11",
"1724467350.235","1012.64","22.11",
"1724467350.238","1012.54",,
"1724467350.239",,"22.11",
"1724467350.242","1012.54","22.11",
"1724467350.246","1012.54","22.11",
"1724467350.249","1012.45","22.11",
"1724467350.253","1012.64","22.11",
"1724467350.256","1012.54",,
"1724467350.257",,"22.11",
"1724467350.26","1012.45","22.11",
"1724467350.264","1012.45","22.11",
"1724467350.267","1012.42","22.1",
"1724467350.271","1012.54","22.11",
"1724467350.274","1012.51",,
"1724467350.275",,"22.1",
"1724467350.278","1012.45","22.11",
"1724467350.282","1012.64","22.11",
"1724467350.285","1012.54","22.11",
"1724467350.289","1012.6","22.1",
"1724467350.292","1012.54","22.11",
"1724467350.296","1012.69","22.1",
"1724467350.3","1012.54","22.11",
"1724467350.303","1012.64","22.11",
"1724467350.307","1012.45","22.11",
"1724467350.31","1012.54","22.11",
"1724467350.314","1012.64","22.11",
"1724467350.318","1012.64","22.11",
"1724467350.321","1012.54","22.11",
"1724467350.325","1012.54","22.11",
"1724467350.328","1012.42",,
"1724467350.329",,"22.1",
"1724467350.332","1012.45","22.11",
"1724467350.336","1012.54","22.11",
"1724467350.339","1012.45","22.11",
"1724467350.343","1012.54","22.11",
"1724467350.346","1012.45","22.11",
"1724467350.35","1012.54","22.11",
"1724467350.354","1012.54","22.11",
"1724467350.357","1012.54","22.11",
"1724467350.361","1012.54","22.11",
"1724467350.364","1012.45","22.11",
"1724467350.368","1012.54","22.11",
"1724467350.372","1012.51","22.1",
"1724467350.375","1012.54","22.11",
"1724467350.379","1012.54","22.11",
"1724467350.382","1012.54","22.11",
"1724467350.386","1012.45","22.11",
"1724467350.389","1012.54",,
"1724467350.39",,"22.11",
"1724467350.393","1012.54","22.11",
"1724467350.397","1012.73","22.11",
"1724467350.4","1012.64","22.11",
"1724467350.404","1012.67","22.13",
"1724467350.408","1012.45","22.11",
"1724467350.411","1012.64","22.11",
"1724467350.415","1012.67","22.13",
"1724467350.418","1012.64","22.11",
"1724467350.422","1012.54","22.11",
"1724467350.426","1012.45","22.11",
"1724467350.429","1012.64","22.11",
"1724467350.433","1012.54","22.11",
"1724467350.436","1012.54","22.11",
"1724467350.44","1012.64","22.11",
"1724467350.443","1012.48",,
"1724467350.444",,"22.13",
"1724467350.447","1012.42","22.1",
"1724467350.451","1012.54","22.11",
"1724467350.454","1012.45","22.11",
"1724467350.458","1012.45","22.11",
"1724467350.462","1012.45","22.11",
"1724467350.465","1012.45","22.11",
"1724467350.469","1012.64","22.11",
"1724467350.472","1012.58","22.13",
"1724467350.476","1012.64","22.11",
"1724467350.48","1012.48","22.13",
"1724467350.483","1012.45","22.11",
"1724467350.487","1012.54","22.11",
"1724467350.49","1012.54","22.11",
"1724467350.494","1012.36","22.11",
"1724467350.497","1012.45",,
"1724467350.498",,"22.11",
"1724467350.501","1012.45","22.11",
"1724467350.505","1012.58","22.13",
"1724467350.508","1012.64","22.11",
"1724467350.512","1012.64","22.11",
"1724467350.515","1012.58",,
"1724467350.516",,"22.13",
"1724467350.519","1012.64","22.11",
"1724467350.523","1012.54","22.11",
"1724467350.526","1012.45","22.11",
"1724467350.53","1012.54","22.11",
"1724467350.534","1012.58","22.13",
"1724467350.537","1012.36","22.11",
"1724467350.541","1012.45","22.11",
"1724467350.544","1012.54","22.11",
"1724467350.548","1012.48","22.13",
"1724467350.552","1012.54","22.11",
"1724467350.555","1012.54","22.11",
"1724467350.559","1012.64","22.11",
"1724467350.562","1012.48","22.13",
"1724467350.566","1012.58","22.13",
"1724467350.569","1012.54",,
"1724467350.57",,"22.11",
"1724467350.573","1012.58","22.13",
"1724467350.577","1012.54","22.11",
"1724467350.58","1012.58","22.13",
"1724467350.584","1012.45","22.11",
"1724467350.588","1012.45","22.11",
"1724467350.591","1012.48","22.13",
"1724467350.595","1012.48","22.13",
"1724467350.598","1012.54",,
"1724467350.599",,"22.11",
"1724467350.602","1012.45","22.11",
"1724467350.606","1012.73","22.11",
"1724467350.609","1012.58","22.13",
"1724467350.613","1012.48","22.13",
"1724467350.616","1012.54","22.11",
"1724467350.62","1012.54","22.11",
"1724467350.624","1012.48","22.13",
"1724467350.627","1012.54","22.11",
"1724467350.631","1012.54","22.11",
"1724467350.634","1012.58",,
"1724467350.635",,"22.13",
"1724467350.638","1012.45","22.11",
"1724467350.642","1012.54","22.11",
"1724467350.645","1012.58","22.13",
"1724467350.649","1012.67","22.13",
"1724467350.652","1012.58","22.13",
"1724467350.656","1012.45","22.11",
"1724467350.66","1012.54","22.11",
"1724467350.663","1012.54","22.11",
"1724467350.667","1012.58","22.13",
"1724467350.67","1012.48","22.13",
"1724467350.674","1012.58","22.13",
"1724467350.677","1012.58",,
"1724467350.678",,"22.13",
"1724467350.681","1012.45","22.11",
"1724467350.685","1012.54","22.11",
"1724467350.688","1012.58","22.13",
"1724467350.692","1012.58","22.13",
"1724467350.695","1012.58",,
"1724467350.696",,"22.13",
"1724467350.699","1012.58","22.13",
"1724467350.703","1012.58","22.13",
"1724467350.706","1012.58","22.13",
"1724467350.71","1012.54","22.11",
"1724467350.714","1012.58","22.13",
"1724467350.717","1012.58","22.13",
"1724467350.721","1012.45","22.11",
"1724467350.724","1012.54",,
"1724467350.725",,"22.11",
"1724467350.728","1012.54","22.11",
"1724467350.732","1012.58","22.13",
"1724467350.735","1012.58","22.13",
"1724467350.739","1012.58","22.13",
"1724467350.742","1012.45","22.11",
"1724467350.746","1012.64","22.11",
"1724467350.75","1012.58","22.13",
"1724467350.753","1012.58","22.13",
"1724467350.757","1012.48","22.13",
"1724467350.76","1012.48","22.13",
"1724467350.764","1012.48","22.13",
"1724467350.767","1012.45",,
"1724467350.768",,"22.11",
"1724467350.771","1012.45","22.11",
"1724467350.775","1012.48","22.13",
"1724467350.778","1012.48","22.13",
"1724467350.782","1012.45","22.11",
"1724467350.786","1012.48","22.13",
"1724467350.789","1012.58","22.13",
"1724467350.793","1012.67","22.13",
"1724467350.796","1012.48","22.13",
"1724467350.8","1012.54","22.11",
"1724467350.803","1012.45",,
"1724467350.804",,"22.11",
"1724467350.807","1012.58","22.13",
"1724467350.811","1012.45","22.11",
"1724467350.814","1012.58","22.13",
"1724467350.818","1012.48","22.13",
"1724467350.857","1012.58","22.13",
"1724467350.858","1012.48","22.13",
"1724467350.861","1012.48","22.13",
"1724467350.865","1012.58","22.13",
"1724467350.868","1012.39","22.13",
"1724467350.872","1012.39","22.13",
"1724467350.875","1012.58","22.13",
"1724467350.879","1012.54","22.11",
"1724467350.883","1012.67","22.13",
"1724467350.886","1012.48","22.13",
"1724467350.89","1012.54","22.11",
"1724467350.893","1012.48","22.13",
"1724467350.897","1012.48","22.13",
"1724467350.901","1012.52","22.15",
"1724467350.904","1012.48","22.13",
"1724467350.908","1012.7","22.15",
"1724467350.911","1012.58","22.13",
"1724467350.915","1012.48","22.13",
"1724467350.919","1012.58","22.13",
"1724467350.922","1012.58","22.13",
"1724467350.926","1012.45","22.11",
"1724467350.929","1012.48","22.13",
"1724467350.933","1012.58","22.13",
"1724467350.937","1012.48","22.13",
"1724467350.94","1012.58","22.13",
"1724467350.944","1012.39","22.13",
"1724467350.947","1012.58","22.13",
"1724467350.951","1012.48","22.13",
"1724467350.955","1012.58","22.13",
"1724467350.958","1012.48","22.13",
"1724467350.962","1012.48","22.13",
"1724467350.965","1012.54","22.11",
"1724467350.969","1012.58","22.13",
"1724467350.973","1012.39","22.13",
"1724467350.976","1012.58",,
"1724467350.977",,"22.13",
"1724467350.98","1012.58","22.13",
"1724467350.984","1012.58","22.13",
"1724467350.987","1012.48",,
"1724467350.988",,"22.13",
"1724467350.991","1012.58","22.13",
"1724467350.994","1012.67",,
"1724467350.995",,"22.13",
"1724467350.998","1012.58","22.13",
"1724467351.001","1012.58",,
"1724467351.002",,"22.13",
"1724467351.005","1012.48","22.13",
"1724467351.009","1012.61","22.15",
"1724467351.012","1012.58","22.13",
"1724467351.016","1012.58","22.13",
"1724467351.019","1012.58",,
"1724467351.02",,"22.13",
"1724467351.023","1012.58","22.13",
"1724467351.027","1012.48","22.13",
"1724467351.03","1012.58","22.13",
"1724467351.034","1012.48","22.13",
"1724467351.038","1012.58","22.13",
"1724467351.041","1012.48","22.13",
"1724467351.045","1012.58","22.13",
"1724467351.048","1012.48",,
"1724467351.049",,"22.13",
"1724467351.052","1012.48","22.13",
"1724467351.056","1012.67","22.13",
"1724467351.059","1012.67","22.13",
"1724467351.063","1012.58","22.13",
"1724467351.066","1012.48","22.13",
"1724467351.07","1012.48","22.13",
"1724467351.073","1012.48","22.13",
"1724467351.077","1012.48","22.13",
"1724467351.081","1012.48","22.13",
"1724467351.084","1012.58","22.13",
"1724467351.088","1012.58","22.13",
"1724467351.091","1012.58",,
"1724467351.092",,"22.13",
"1724467351.095","1012.39","22.13",
"1724467351.099","1012.48","22.13",
"1724467351.102","1012.48","22.13",
"1724467351.106","1012.58","22.13",
"1724467351.109","1012.58",,
"1724467351.11",,"22.13",
"1724467351.113","1012.48","22.13",
"1724467351.117","1012.67","22.13",
"1724467351.12","1012.61",,
"1724467351.121",,"22.15",
"1724467351.124","1012.58","22.13",
"1724467351.128","1012.58","22.13",
"1724467351.131","1012.58","22.13",
"1724467351.135","1012.48","22.13",
"1724467351.138","1012.58","22.13",
"1724467351.142","1012.58","22.13",
"1724467351.145","1012.58","22.13",
"1724467351.149","1012.48","22.13",
"1724467351.153","1012.58","22.13",
"1724467351.156","1012.58","22.13",
"1724467351.16","1012.48","22.13",
"1724467351.163","1012.48",,
"1724467351.164",,"22.13",
"1724467351.167","1012.58","22.13",
"1724467351.171","1012.58","22.13",
"1724467351.174","1012.48","22.13",
"1724467351.178","1012.58","22.13",
"1724467351.181","1012.61",,
"1724467351.182",,"22.15",
"1724467351.185","1012.48","22.13",
"1724467351.189","1012.58","22.13",
"1724467351.192","1012.48","22.13",
"1724467351.196","1012.58","22.13",
"1724467351.199","1012.52",,
"1724467351.2",,"22.15",
"1724467351.203","1012.61","22.15",
"1724467351.207","1012.58","22.13",
"1724467351.21","1012.58","22.13",
"1724467351.214","1012.58","22.13",
"1724467351.217","1012.48","22.13",
"1724467351.221","1012.39","22.13",
"1724467351.225","1012.52","22.15",
"1724467351.228","1012.58","22.13",
"1724467351.232","1012.58","22.13",
"1724467351.236","1012.48","22.13",
"1724467351.239","1012.61","22.15",
"1724467351.243","1012.67","22.13",
"1724467351.246","1012.58","22.13",
"1724467351.25","1012.48","22.13",
"1724467351.253","1012.52",,
"1724467351.254",,"22.15",
"1724467351.257","1012.58","22.13",
"1724467351.261","1012.61","22.15",
"1724467351.264","1012.58","22.13",
"1724467351.268","1012.58","22.13",
"1724467351.271","1012.61","22.15",
"1724467351.275","1012.48","22.13",
"1724467351.279","1012.48","22.13",
"1724467351.282","1012.61","22.15",
"1724467351.286","1012.48","22.13",
"1724467351.289","1012.52","22.15",
"1724467351.293","1012.61","22.15",
"1724467351.297","1012.58","22.13",
"1724467351.3","1012.48","22.13",
"1724467351.304","1012.61","22.15",
"1724467351.307","1012.52",,
"1724467351.308",,"22.15",
"1724467351.311","1012.7","22.15",
"1724467351.315","1012.52","22.15",
"1724467351.318","1012.48","22.13",
"1724467351.322","1012.61","22.15",
"1724467351.325","1012.52",,
"1724467351.326",,"22.15",
"1724467351.329","1012.58","22.13",
"1724467351.333","1012.58","22.13",
"1724467351.336","1012.61","22.15",
"1724467351.34","1012.48","22.13",
"1724467351.343","1012.48","22.13",
"1724467351.347","1012.48","22.13",
"1724467351.351","1012.61","22.15",
"1724467351.354","1012.39","22.13",
"1724467351.358","1012.52","22.15",
"1724467351.361","1012.58","22.13",
"1724467351.365","1012.61","22.15",
"1724467351.369","1012.52","22.15",
"1724467351.372","1012.58","22.13",
"1724467351.376","1012.58","22.13",
"1724467351.379","1012.48",,
"1724467351.38",,"22.13",
"1724467351.383","1012.61","22.15",
"1724467351.387","1012.48","22.13",
"1724467351.39","1012.58","22.13",
"1724467351.394","1012.52","22.15",
"1724467351.397","1012.52",,
"1724467351.398",,"22.15",
"1724467351.401","1012.61","22.15",
"1724467351.405","1012.52","22.15",
"1724467351.408","1012.52","22.15",
"1724467351.412","1012.61","22.15",
"1724467351.415","1012.58","22.13",
"1724467351.419","1012.52","22.15",
"1724467351.423","1012.58","22.13",
"1724467351.426","1012.52","22.15",
"1724467351.43","1012.48","22.13",
"1724467351.433","1012.52",,
"1724467351.434",,"22.15",
"1724467351.437","1012.58","22.13",
"1724467351.441","1012.61","22.15",
"1724467351.444","1012.58","22.13",
"1724467351.448","1012.52","22.15",
"1724467351.451","1012.61",,
"1724467351.452",,"22.15",
"1724467351.455","1012.52","22.15",
"1724467351.459","1012.58","22.13",
"1724467351.462","1012.58","22.13",
"1724467351.466","1012.52","22.15",
"1724467351.469","1012.48","22.13",
"1724467351.473","1012.52","22.15",
"1724467351.477","1012.52","22.15",
"1724467351.48","1012.52","22.15",
"1724467351.484","1012.52","22.15",
"1724467351.487","1012.67","22.13",
"1724467351.491","1012.48","22.13",
"1724467351.495","1012.58","22.13",
"1724467351.498","1012.52","22.15",
"1724467351.502","1012.61","22.15",
"1724467351.505","1012.61","22.15",
"1724467351.509","1012.52","22.15",
"1724467351.513","1012.61","22.15",
"1724467351.516","1012.52","22.15",
"1724467351.52","1012.43","22.15",
"1724467351.523","1012.61",,
"1724467351.524",,"22.15",
"1724467351.527","1012.52","22.15",
"1724467351.531","1012.43","22.15",
