timestamp(ms),pressure,temperature,
"1724465631.703","1012.6","22.23",
"1724465631.706","1012.6","22.23",
"1724465631.71","1012.6","22.23",
"1724465631.714","1012.41","22.23",
"1724465631.717","1012.5","22.23",
"1724465631.721","1012.5","22.23",
"1724465631.724","1012.6",,
"1724465631.725",,"22.23",
"1724465631.728","1012.47","22.22",
"1724465631.732","1012.5","22.23",
"1724465631.735","1012.6","22.23",
"1724465631.739","1012.56","22.22",
"1724465631.742","1012.6","22.23",
"1724465631.746","1012.6","22.23",
"1724465631.75","1012.6","22.23",
"1724465631.753","1012.41","22.23",
"1724465631.757","1012.6","22.23",
"1724465631.76","1012.56","22.22",
"1724465631.764","1012.6","22.23",
"1724465631.768","1012.5","22.23",
"1724465631.771","1012.5","22.23",
"1724465631.775","1012.56","22.22",
"1724465631.778","1012.6","22.23",
"1724465631.782","1012.47","22.22",
"1724465631.786","1012.41","22.23",
"1724465631.789","1012.6","22.23",
"1724465631.793","1012.6","22.23",
"1724465631.796","1012.5",,
"1724465631.797",,"22.23",
"1724465631.8","1012.5","22.23",
"1724465631.804","1012.6","22.23",
"1724465631.807","1012.5","22.23",
"1724465631.811","1012.6","22.23",
"1724465631.814","1012.41",,
"1724465631.815",,"22.23",
"1724465631.818","1012.5","22.23",
"1724465631.822","1012.5","22.23",
"1724465631.825","1012.38","22.22",
"1724465631.829","1012.6","22.23",
"1724465631.832","1012.5","22.23",
"1724465631.836","1012.5","22.23",
"1724465631.84","1012.41","22.23",
"1724465631.843","1012.5","22.23",
"1724465631.847","1012.6","22.23",
"1724465631.85","1012.5","22.23",
"1724465631.854","1012.5","22.23",
"1724465631.858","1012.5","22.23",
"1724465631.861","1012.38","22.22",
"1724465631.865","1012.63","22.25",
"1724465631.868","1012.6","22.23",
"1724465631.872","1012.6","22.23",
"1724465631.876","1012.41","22.23",
"1724465631.879","1012.5","22.23",
"1724465631.883","1012.5","22.23",
"1724465631.886","1012.56","22.22",
"1724465631.89","1012.41","22.23",
"1724465631.894","1012.54","22.25",
"1724465631.897","1012.6","22.23",
"1724465631.901","1012.6","22.23",
"1724465631.904","1012.63","22.25",
"1724465631.908","1012.6","22.23",
"1724465631.912","1012.5","22.23",
"1724465631.915","1012.5","22.23",
"1724465631.919","1012.6","22.23",
"1724465631.922","1012.6","22.23",
"1724465631.926","1012.5","22.23",
"1724465631.93","1012.5","22.23",
"1724465631.933","1012.6","22.23",
"1724465631.937","1012.5","22.23",
"1724465631.94","1012.6","22.23",
"1724465631.944","1012.5","22.23",
"1724465631.948","1012.56","22.22",
"1724465631.951","1012.5","22.23",
"1724465631.955","1012.6","22.23",
"1724465631.958","1012.5","22.23",
"1724465631.962","1012.54","22.25",
"1724465631.966","1012.6","22.23",
"1724465631.969","1012.5","22.23",
"1724465631.973","1012.69","22.23",
"1724465631.976","1012.5","22.23",
"1724465631.98","1012.54","22.25",
"1724465631.984","1012.5","22.23",
"1724465631.987","1012.5","22.23",
"1724465631.991","1012.54","22.25",
"1724465631.994","1012.38","22.22",
"1724465631.998","1012.5","22.23",
"1724465632.002","1012.41","22.23",
"1724465632.005","1012.54","22.25",
"1724465632.009","1012.6","22.23",
"1724465632.012","1012.5",,
"1724465632.013",,"22.23",
"1724465632.016","1012.54","22.25",
"1724465632.02","1012.5","22.23",
"1724465632.023","1012.41","22.23",
"1724465632.027","1012.6","22.23",
"1724465632.03","1012.6",,
"1724465632.031",,"22.23",
"1724465632.034","1012.54","22.25",
"1724465632.038","1012.5","22.23",
"1724465632.041","1012.54","22.25",
"1724465632.045","1012.63","22.25",
"1724465632.048","1012.44",,
"1724465632.049",,"22.25",
"1724465632.052","1012.5","22.23",
"1724465632.056","1012.6","22.23",
"1724465632.059","1012.54","22.25",
"1724465632.063","1012.5","22.23",
"1724465632.066","1012.54",,
"1724465632.067",,"22.25",
"1724465632.07","1012.54","22.25",
"1724465632.074","1012.5","22.23",
"1724465632.077","1012.54","22.25",
"1724465632.081","1012.63","22.25",
"1724465632.084","1012.54",,
"1724465632.085",,"22.25",
"1724465632.088","1012.5","22.23",
"1724465632.092","1012.54","22.25",
"1724465632.095","1012.63","22.25",
"1724465632.099","1012.63","22.25",
"1724465632.102","1012.5","22.23",
"1724465632.106","1012.44","22.25",
"1724465632.11","1012.44","22.25",
"1724465632.113","1012.41","22.23",
"1724465632.117","1012.63","22.25",
"1724465632.12","1012.63","22.25",
"1724465632.124","1012.54","22.25",
"1724465632.128","1012.63","22.25",
"1724465632.131","1012.54","22.25",
"1724465632.135","1012.63","22.25",
"1724465632.138","1012.5",,
"1724465632.139",,"22.23",
"1724465632.142","1012.6","22.23",
"1724465632.146","1012.5","22.23",
"1724465632.149","1012.63","22.25",
"1724465632.153","1012.5","22.23",
"1724465632.157","1012.54","22.25",
"1724465632.16","1012.5","22.23",
"1724465632.164","1012.63","22.25",
"1724465632.167","1012.54","22.25",
"1724465632.171","1012.44","22.25",
"1724465632.174","1012.54","22.25",
"1724465632.178","1012.54","22.25",
"1724465632.182","1012.44","22.25",
"1724465632.185","1012.54","22.25",
"1724465632.189","1012.44","22.25",
"1724465632.192","1012.5",,
"1724465632.193",,"22.23",
"1724465632.196","1012.54","22.25",
"1724465632.2","1012.5","22.23",
"1724465632.203","1012.44","22.25",
"1724465632.207","1012.41","22.23",
"1724465632.21","1012.54","22.25",
"1724465632.214","1012.44","22.25",
"1724465632.218","1012.48","22.27",
"1724465632.221","1012.54","22.25",
"1724465632.225","1012.54","22.25",
